id,title,status,release_date,revenue,production_companies,genres
235792,Dog Pounded,Released,1954-01-02,0,Warner Bros. Pictures,"Animation, Comedy, Family"
38727,Susannah of the Mounties,Released,1939-06-13,0,20th Century Fox,"Drama, Western"
71685,Xuxinha and Guto Against the Space Monsters,Released,2005-12-23,1228700,Warner Bros. Pictures,"Family, Animation"
83116,Bright Leaf,Released,1950-06-16,0,Warner Bros. Pictures,"Drama, Romance"
72479,Lightning Strikes Twice,Released,1951-04-12,1144000,Warner Bros. Pictures,"Crime, Drama, Mystery, Thriller"
23098,Manpower,Released,1941-08-09,0,Warner Bros. Pictures,"Crime, Drama"
150604,Star in the Night,Released,1945-10-13,0,Warner Bros. Pictures,"Drama, Family, Western"
46563,Saratoga Trunk,Released,1945-11-21,0,Warner Bros. Pictures,"Drama, Romance, Western"
165269,Pizzicato Pussycat,Released,1955-01-01,0,Warner Bros. Pictures,Animation
100385,The Windblown Hare,Released,1949-08-27,0,Warner Bros. Pictures,"Animation, Comedy, Family"
73919,Play a Song for Me,Released,2009-09-25,0,Warner Bros. Pictures,Drama
147050,Lambchops,Released,1929-10-31,0,Warner Bros. Pictures,Comedy
50675,Fog Over Frisco,Released,1934-06-02,0,Warner Bros. Pictures,"Crime, Mystery, Thriller"
162059,Front Page Woman,Released,1935-07-11,0,Warner Bros. Pictures,"Comedy, Romance"
84599,The Duxorcist,Released,1987-11-20,0,Warner Bros. Pictures,"Animation, Horror"
106239,Sleepers West,Released,1941-03-14,0,20th Century Fox,"Crime, Mystery"
204031,Design for Leaving,Released,1954-03-27,0,Warner Bros. Pictures,"Animation, Comedy"
876262,Garota da Moto,Released,2021-09-23,0,,Action
216364,Awesometown,Released,2006-01-23,0,,Comedy
148675,Suez,Released,1938-10-28,0,20th Century Fox,"Drama, History, Romance"
234464,The Unmentionables,Released,1963-09-07,0,Warner Bros. Pictures,"Animation, Comedy, Crime, Family"
157343,Hard to Handle,Released,1933-01-28,0,Warner Bros. Pictures,"Comedy, Romance"
132654,Les Miserables,Released,1952-08-14,0,20th Century Fox,"Adventure, Drama, History, Romance"
168187,Nelly's Folly,Released,1961-12-30,0,Warner Bros. Pictures,"Animation, Music"
144326,Satan Never Sleeps,Released,1962-02-22,0,20th Century Fox,Drama
103962,Lumber Jack-Rabbit,Released,1953-09-25,0,Warner Bros. Pictures,"Animation, Comedy"
171751,The Bashful Buzzard,Released,1945-09-13,0,Warner Bros. Pictures,"Animation, Family, Comedy"
974936,Trevor: The Musical,Released,2022-06-24,0,Walt Disney Pictures,"Drama, Music"
134618,British Agent,Released,1934-09-15,0,Warner Bros. Pictures,"Romance, Drama, War"
190906,The Dark Tower,Released,1943-10-18,0,Warner Bros. Pictures,"Drama, Thriller"
106515,Ali Baba Goes to Town,Released,1937-10-29,0,20th Century Fox,"Comedy, Family, Fantasy, Music"
131347,David Copperfield,Released,1969-12-01,0,,"Drama, TV Movie"
101288,Ten North Frederick,Released,1958-05-22,0,20th Century Fox,"Romance, Drama"
168012,What's Cookin' Doc?,Released,1944-01-08,0,Warner Bros. Pictures,"Animation, Comedy"
187102,Farm Frolics,Released,1941-05-10,0,Warner Bros. Pictures,"Animation, Comedy"
137662,Time Travelers,Released,1976-03-19,0,,"Science Fiction, TV Movie"
152992,The Wayward Bus,Released,1957-05-27,1750000,20th Century Fox,Drama
114735,Kenny & Company,Released,1976-11-01,0,20th Century Fox,"Comedy, Drama"
101572,Snafuperman,Released,1944-03-15,0,Warner Bros. Pictures,"Comedy, Animation"
100373,Thugs with Dirty Mugs,Released,1939-05-06,0,Warner Bros. Pictures,"Comedy, Animation, Crime, Family"
100353,Speaking of the Weather,Released,1937-09-04,0,Warner Bros. Pictures,"Animation, Comedy"
100295,A Gruesome Twosome,Released,1945-06-09,0,Warner Bros. Pictures,"Animation, Comedy"
188783,The Lion's Busy,Released,1950-02-18,0,Warner Bros. Pictures,"Animation, Family, Comedy"
235795,Captain Hareblower,Released,1954-01-16,0,Warner Bros. Pictures,"Animation, Comedy"
235946,Foxy by Proxy,Released,1952-02-22,0,Warner Bros. Pictures,"Comedy, Animation"
234785,Hare-Abian Nights,Released,1959-02-28,0,Warner Bros. Pictures,"Animation, Comedy"
165868,Mutiny on the Bunny,Released,1950-02-11,0,Warner Bros. Pictures,"Comedy, Animation"
188383,Ding Dog Daddy,Released,1942-12-04,0,Warner Bros. Pictures,Animation
158800,A Majority of One,Released,1961-12-27,0,Warner Bros. Pictures,"Comedy, Family, Drama"
113785,His Majesty O'Keefe,Released,1954-01-16,0,Warner Bros. Pictures,"Action, Adventure"
237290,A-Lad-in His Lamp,Released,1948-10-22,0,Warner Bros. Pictures,"Animation, Fantasy, Comedy"
818356,Growing Fangs,Released,2021-05-28,0,Walt Disney Pictures,Drama
89647,Clash of the Wolves,Released,1925-11-17,270000,Warner Bros. Pictures,"Western, Adventure, Romance"
64928,It All Came True,Released,1940-04-06,0,Warner Bros. Pictures,"Comedy, Crime, Drama, Music, Romance"
28187,State Fair,Released,1962-03-09,0,20th Century Fox,"Comedy, Music, Romance"
74057,Steelyard Blues,Released,1973-01-31,0,Warner Bros. Pictures,"Drama, Comedy, Crime"
46898,Malcolm X,Released,1972-05-24,0,Warner Bros. Pictures,Documentary
80592,The Man from Monterey,Released,1933-07-15,0,Warner Bros. Pictures,"Action, Western"
35405,S*P*Y*S,Released,1974-09-05,0,20th Century Fox,"Action, Comedy"
43784,Springtime in the Rockies,Released,1942-11-06,0,20th Century Fox,"Romance, Comedy"
83751,"Drafty, Isn't It?",Released,1957-12-31,0,Warner Bros. Pictures,"Animation, Family, Comedy"
83633,Pigskin Parade,Released,1936-10-23,0,20th Century Fox,"Comedy, Music"
84906,The Telegraph Trail,Released,1933-03-18,0,Warner Bros. Pictures,"Action, Western"
84481,The Only Game in Town,Released,1970-01-21,0,20th Century Fox,"Romance, Drama, Comedy"
472918,Wiro Sableng: 212 Warrior,Released,2018-08-30,0,20th Century Fox,"Action, Comedy, Adventure"
43375,I'll See You in My Dreams,Released,1951-12-06,0,Warner Bros. Pictures,"Comedy, Drama, Music"
65787,With a Song in My Heart,Released,1952-04-03,0,20th Century Fox,"Drama, Music"
33389,City in Darkness,Released,1939-11-15,0,20th Century Fox,"Crime, Thriller, Mystery"
55472,Colt .45,Released,1950-05-27,0,Warner Bros. Pictures,"Action, Western"
82931,Day-time Wife,Released,1939-11-24,0,20th Century Fox,"Comedy, Romance"
49508,I Was a Communist for the FBI,Released,1951-05-02,0,Warner Bros. Pictures,"Crime, Drama, Thriller"
24002,Let's Make It Legal,Released,1951-10-31,0,20th Century Fox,"Comedy, Drama, Romance"
78028,Lionheart,Released,1987-08-14,0,Warner Bros. Pictures,"Adventure, Drama"
75770,The Case of the Curious Bride,Released,1935-04-13,0,Warner Bros. Pictures,"Comedy, Crime, Mystery"
95015,The Green Pastures,Released,1936-08-01,0,Warner Bros. Pictures,Drama
94618,Dreamboat,Released,1952-07-26,0,20th Century Fox,Comedy
60550,The Purple Heart,Released,1944-02-25,0,20th Century Fox,"Drama, War"
91781,HealtH,Released,1980-09-12,0,20th Century Fox,Comedy
69847,Wing and a Prayer,Released,1944-01-01,0,20th Century Fox,"War, Action, Drama"
30306,Devil's Island,Released,1939-01-07,0,Warner Bros. Pictures,"Drama, Thriller"
41776,This Is My Life,Released,1992-02-21,0,20th Century Fox,"Comedy, Drama"
74512,American Guerrilla in the Philippines,Released,1950-11-08,0,20th Century Fox,"Drama, War"
240406,A Boy and His Dog,Released,1946-12-26,0,Warner Bros. Pictures,"Drama, Family"
221702,The Keyhole,Released,1933-03-25,0,Warner Bros. Pictures,"Comedy, Drama, Romance"
26376,Castle on the Hudson,Released,1940-02-17,0,Warner Bros. Pictures,"Crime, Drama"
109332,A Lion Is in the Streets,Released,1953-09-23,0,Warner Bros. Pictures,Drama
108668,The Adventures of Hajji Baba,Released,1954-10-01,0,20th Century Fox,"Adventure, Romance"
252539,Miracle on 34th Street,Released,1973-12-14,0,,"Drama, Family, Fantasy, TV Movie, Comedy"
168408,Esther and the King,Released,1960-11-18,0,20th Century Fox,Drama
30809,Geppetto,Released,2000-05-07,0,Walt Disney Pictures,"Drama, Family, Fantasy"
142358,A Night Full of Rain,Released,1978-01-17,0,Warner Bros. Pictures,Drama
159102,Kiddin' the Kitten,Released,1952-04-05,0,Warner Bros. Pictures,"Animation, Comedy, Family"
56131,The Beautiful Blonde from Bashful Bend,Released,1949-05-27,2889000,20th Century Fox,"Action, Comedy, Romance, Western"
52337,Pride of the Marines,Released,1945-08-24,0,Warner Bros. Pictures,"Drama, Romance, War"
84905,Somewhere in Sonora,Released,1933-05-27,0,Warner Bros. Pictures,"Action, Western"
84080,Thunder and Lightning,Released,1977-08-12,0,20th Century Fox,"Action, Thriller"
168018,Sandy Claws,Released,1955-04-02,0,Warner Bros. Pictures,Animation
159424,Ever in My Heart,Released,1933-10-28,0,Warner Bros. Pictures,"War, Drama, Romance"
114875,The Dark at the Top of the Stairs,Released,1960-09-28,0,Warner Bros. Pictures,Drama
54615,When Willie Comes Marching Home,Released,1950-02-17,0,20th Century Fox,"Comedy, War"
352719,Molly and Me,Released,1945-05-25,0,20th Century Fox,Comedy
818367,Let's Be Tigers,Released,2021-05-28,0,Walt Disney Pictures,Drama
43030,Cash McCall,Released,1960-01-20,0,Warner Bros. Pictures,"Comedy, Drama, Romance"
818336,American Eid,Released,2021-05-28,0,Walt Disney Pictures,Drama
19089,Metallica: The Videos 1989-2004,Released,2006-12-04,0,Warner Bros. Pictures,Music
51227,King Richard and the Crusaders,Released,1954-08-07,0,Warner Bros. Pictures,"Adventure, Drama, History"
568635,Alien: Covenant - Prologue: Crew Messages,Released,2017-04-17,0,20th Century Fox,Science Fiction
79052,The Big Shakedown,Released,1934-01-06,0,Warner Bros. Pictures,"Drama, Crime"
188782,A Horse Fly Fleas,Released,1947-12-13,0,Warner Bros. Pictures,"Animation, Family, Comedy"
52983,China Girl,Released,1942-12-09,1400000,20th Century Fox,"Drama, War"
165229,A Peck O' Trouble,Released,1953-03-27,0,Warner Bros. Pictures,Animation
195698,Prep & Landing: Tiny's Big Adventure,Released,2011-11-22,0,Walt Disney Pictures,"Animation, Family"
54843,Born to Ride,Released,1991-05-03,0,Warner Bros. Pictures,Action
18985,Green Grass of Wyoming,Released,1948-06-03,0,20th Century Fox,"Drama, Family, Western"
197748,(Blooper) Bunny!,Released,1991-08-02,0,Warner Bros. Pictures,"Animation, Comedy, Family"
71349,Waiting for a Miracle,Released,2007-04-05,0,,"Romance, Comedy"
40750,The Wiggles Movie,Released,1997-12-18,0,20th Century Fox,"Adventure, Comedy, Family, Music, Romance"
174494,Beauty and the Beast,Released,1934-04-14,0,Warner Bros. Pictures,"Family, Comedy, Animation"
100750,The Home Front,Released,1943-11-01,0,Warner Bros. Pictures,"War, Animation, Comedy"
36635,Danger Signal,Released,1945-11-21,1110000,Warner Bros. Pictures,"Crime, Drama, Romance"
39211,W.W. and the Dixie Dancekings,Released,1975-05-21,0,"20th Century Fox, 20th Century Fox","Comedy, Drama, Music"
100372,The Honey-Mousers,Released,1956-12-08,0,Warner Bros. Pictures,Animation
61828,The Story of Seabiscuit,Released,1949-11-12,0,Warner Bros. Pictures,"Drama, Family, Romance"
180114,Holy Matrimony,Released,1943-08-24,0,20th Century Fox,"Comedy, Drama"
101393,Censored,Released,1944-07-15,0,Warner Bros. Pictures,"Comedy, Animation, War"
101380,Booby Traps,Released,1944-01-15,0,Warner Bros. Pictures,"Animation, Comedy, War"
47845,12 Paces without a Head,Released,2009-12-10,0,Warner Bros. Pictures,Comedy
391690,Chicken Scratch,Released,2002-07-03,0,Warner Bros. Pictures,"Animation, Comedy"
61262,Task Force,Released,1949-08-30,0,Warner Bros. Pictures,"Drama, Romance, War"
47882,Nancy Drew and the Hidden Staircase,Released,1939-09-09,0,Warner Bros. Pictures,"Comedy, Crime, Mystery"
5745,The Seven Minutes,Released,1971-07-23,0,20th Century Fox,Drama
47173,King of the Khyber Rifles,Released,1953-12-23,0,20th Century Fox,"Adventure, Drama, Romance"
98648,Marriage on the Rocks,Released,1965-09-24,0,Warner Bros. Pictures,"Comedy, Romance"
38959,The Alien Legacy,Released,1999-06-01,0,,Documentary
226427,Curtain Razor,Released,1949-05-21,0,Warner Bros. Pictures,"Animation, Comedy"
146731,Hot Cross Bunny,Released,1948-08-21,0,Warner Bros. Pictures,"Animation, Comedy"
44868,Moss Rose,Released,1947-05-30,0,20th Century Fox,"Mystery, Thriller"
177790,The Man I Married,Released,1940-08-09,0,20th Century Fox,Drama
89158,The President's Lady,Released,1953-05-21,0,20th Century Fox,"Drama, Romance, Western"
89059,Don Juan,Released,1926-08-06,0,Warner Bros. Pictures,"Adventure, Romance"
178341,Mandalay,Released,1934-02-10,0,Warner Bros. Pictures,Drama
91961,The Star Witness,Released,1931-08-22,0,Warner Bros. Pictures,"Crime, Drama"
205650,Tom Turk and Daffy,Released,1944-02-12,0,Warner Bros. Pictures,Animation
226820,Backwoods Bunny,Released,1959-06-13,0,Warner Bros. Pictures,"Animation, Comedy"
226819,All Fowled Up,Released,1955-02-19,0,Warner Bros. Pictures,Animation
180505,I Won't Play,Released,1944-11-11,0,Warner Bros. Pictures,"Drama, Music"
121707,Montana,Released,1950-01-28,0,Warner Bros. Pictures,"Western, Action, Adventure, Romance"
45627,This Side of the Law,Released,1950-06-17,0,Warner Bros. Pictures,Crime
234761,Crockett-Doodle-Do,Released,1960-06-25,0,Warner Bros. Pictures,"Comedy, Animation, Family"
234755,Horse Hare,Released,1960-02-13,0,Warner Bros. Pictures,"Comedy, Animation, Family, Western"
234758,Person to Bunny,Released,1960-04-01,0,Warner Bros. Pictures,"Animation, Comedy, Family"
94915,Rome Adventure,Released,1962-04-21,0,Warner Bros. Pictures,"Drama, Romance"
234974,Weasel While You Work,Released,1958-09-06,0,Warner Bros. Pictures,Animation
59838,Critic's Choice,Released,1963-02-24,0,Warner Bros. Pictures,"Comedy, Romance"
234424,False Hare,Released,1964-07-18,0,Warner Bros. Pictures,"Animation, Comedy, Family"
38461,Charlie Chan in Rio,Released,1941-09-05,0,20th Century Fox,"Crime, Mystery, Thriller"
130134,Lafayette Escadrille,Released,1958-02-28,0,Warner Bros. Pictures,"Drama, Romance, War"
94092,Susan Slade,Released,1961-11-08,0,Warner Bros. Pictures,"Drama, Romance"
154066,Fury at Furnace Creek,Released,1948-04-30,0,20th Century Fox,Western
112134,Wild 7,Released,2011-12-21,0,Warner Bros. Pictures,Action
37463,Phantom of the Rue Morgue,Released,1954-03-27,0,Warner Bros. Pictures,"Crime, Horror, Mystery"
569888,The Predator Holiday Special,Released,2018-12-19,0,20th Century Fox,"Comedy, Horror, Science Fiction, Animation"
113430,The Green Goddess,Released,1930-02-13,0,Warner Bros. Pictures,Adventure
113534,The Moon Is Down,Released,1943-03-14,0,20th Century Fox,Drama
38769,Little Miss Broadway,Released,1938-07-29,0,20th Century Fox,"Drama, Family, Music"
247434,"Selma, Lord, Selma",Released,1999-01-17,0,Walt Disney Pictures,Drama
193311,Something for the Boys,Released,1944-11-01,0,20th Century Fox,"Comedy, Music"
131083,The Couch,Released,1962-02-21,0,Warner Bros. Pictures,Drama
199045,Hare Ribbin',Released,1944-06-24,0,Warner Bros. Pictures,"Animation, Comedy"
123281,Youngblood Hawke,Released,1964-11-04,0,Warner Bros. Pictures,Drama
198973,Bugsy and Mugsy,Released,1957-08-31,0,Warner Bros. Pictures,"Animation, Comedy"
39695,The Rains of Ranchipur,Released,1955-12-14,0,20th Century Fox,"Action, Adventure, Drama, Romance"
199321,Elmer's Pet Rabbit,Released,1941-01-04,0,Warner Bros. Pictures,Animation
121088,Personal Effects,Released,2006-09-01,0,Warner Bros. Pictures,"Comedy, Drama, Romance"
158715,The Restless Breed,Released,1957-05-01,0,20th Century Fox,Western
120933,Outward Bound,Released,1930-09-17,0,Warner Bros. Pictures,Drama
121992,Michael Shayne: Private Detective,Released,1940-12-19,0,20th Century Fox,"Comedy, Mystery"
72803,SPFX: The Empire Strikes Back,Released,1980-09-22,0,,"Documentary, TV Movie"
127064,White Feather,Released,1955-02-16,0,20th Century Fox,"Action, Western"
53851,The Baroness and the Butler,Released,1938-02-18,0,20th Century Fox,"Comedy, Drama, Romance"
155685,Apache Rifles,Released,1964-11-26,0,20th Century Fox,Western
35262,George Washington Slept Here,Released,1942-10-30,0,Warner Bros. Pictures,Comedy
124963,Monsignor,Released,1982-10-22,0,20th Century Fox,"Crime, Drama, War"
57698,Gold Diggers of 1937,Released,1936-12-28,0,Warner Bros. Pictures,"Comedy, Romance"
71357,Lovesick,Released,1983-02-18,0,Warner Bros. Pictures,"Romance, Comedy, Fantasy"
39306,The 13th Letter,Released,1951-02-21,0,20th Century Fox,Crime
281139,Meeting Dr. Sun,Released,2014-07-05,0,Warner Bros. Pictures,"Comedy, Drama"
217565,Return of the Frontiersman,Released,1950-06-24,0,Warner Bros. Pictures,Western
818342,Dinner Is Served,Released,2021-05-28,0,Walt Disney Pictures,Drama
365543,The Watchers: The Last Hero,Released,2015-10-29,194157,,"Crime, Romance"
177870,Fighting Man of the Plains,Released,1949-11-16,0,20th Century Fox,"Action, Romance, Western"
144613,Beau Brummel,Released,1924-03-30,495000,Warner Bros. Pictures,Drama
79730,Sea Wife,Released,1957-10-16,0,20th Century Fox,"Drama, Romance, Thriller, War"
5652,The James Dean Story,Released,1957-08-13,0,Warner Bros. Pictures,Documentary
318929,Kim Possible: Monkey Business,Released,2007-11-05,0,Walt Disney Pictures,Animation
165300,Hotel Berlin,Released,1945-03-02,0,Warner Bros. Pictures,"War, Drama"
89907,Sex Hygiene,Released,1942-02-01,0,20th Century Fox,Drama
240400,Hitler Lives,Released,1945-12-29,0,Warner Bros. Pictures,Documentary
226251,Jumpin' at the Boneyard,Released,1991-11-01,0,20th Century Fox,Drama
184604,Billboard Frolics,Released,1935-11-09,0,Warner Bros. Pictures,"Animation, Comedy"
235169,Feather Dusted,Released,1955-01-14,0,Warner Bros. Pictures,Animation
340067,Intimate Enemies,Released,2015-06-25,0,,"Action, Adventure, Comedy, Thriller"
85847,Prudence and the Pill,Released,1968-05-23,0,20th Century Fox,"Comedy, Romance"
236804,The Gay Parisian,Released,1942-01-10,0,Warner Bros. Pictures,"Music, Romance"
234975,A Bird in a Bonnet,Released,1958-09-27,0,Warner Bros. Pictures,Animation
236710,Jack-Wabbit and the Beanstalk,Released,1943-06-12,0,Warner Bros. Pictures,"Animation, Comedy"
236706,Greetings Bait,Released,1943-05-14,0,Warner Bros. Pictures,Animation
236020,It's Hummer Time,Released,1950-07-21,0,Warner Bros. Pictures,"Animation, Comedy"
235789,Sheep Ahoy,Released,1954-12-10,0,Warner Bros. Pictures,Animation
235811,Hare Trimmed,Released,1953-06-19,0,Warner Bros. Pictures,"Comedy, Animation"
236009,Hare We Go,Released,1951-01-05,0,Warner Bros. Pictures,"Comedy, Animation"
235818,A Street Cat Named Sylvester,Released,1953-09-04,0,Warner Bros. Pictures,Animation
44042,Shadow of a Woman,Released,1946-09-14,732000,Warner Bros. Pictures,Drama
84164,Term of Trial,Released,1962-08-16,0,Warner Bros. Pictures,Drama
234416,Hawaiian Aye Aye,Released,1964-06-26,0,Warner Bros. Pictures,Animation
234428,Dumb Patrol,Released,1964-01-18,0,Warner Bros. Pictures,Animation
234430,War and Pieces,Released,1964-06-06,0,Warner Bros. Pictures,Animation
179987,Calling Philo Vance,Released,1940-02-03,0,Warner Bros. Pictures,"Crime, Mystery"
87123,Heat Lightning,Released,1934-03-01,0,Warner Bros. Pictures,"Crime, Drama"
234748,From Hare to Heir,Released,1960-09-03,0,Warner Bros. Pictures,"Animation, Comedy, Family"
234762,Fastest with the Mostest,Released,1960-01-19,0,Warner Bros. Pictures,"Family, Animation"
236952,Wagon Heels,Released,1945-07-25,0,Warner Bros. Pictures,"Animation, Comedy, Western"
234811,Bonanza Bunny,Released,1959-09-05,0,Warner Bros. Pictures,"Animation, Comedy"
43537,The Spider,Released,1945-12-01,0,20th Century Fox,"Crime, Mystery"
234536,Mexican Boarders,Released,1962-05-11,0,Warner Bros. Pictures,"Animation, Comedy"
102199,Gold of the Seven Saints,Released,1961-02-18,0,Warner Bros. Pictures,"Adventure, Western"
353399,Circus on Ice,Released,1954-09-18,0,Warner Bros. Pictures,Documentary
109716,A Dispatch from Reuter's,Released,1940-10-19,0,Warner Bros. Pictures,"Drama, History"
46012,A Glimpse of Hell,Released,2001-03-18,0,,"Drama, TV Movie"
173689,Lights of New York,Released,1928-07-18,1200000,Warner Bros. Pictures,"Crime, Drama"
229638,Alcatraz Island,Released,1937-10-13,0,Warner Bros. Pictures,"Romance, Drama, Action, Crime"
109933,My Gal Sal,Released,1942-04-30,0,20th Century Fox,"Comedy, Music, Romance"
145364,Portnoy's Complaint,Released,1972-06-19,0,Warner Bros. Pictures,"Comedy, Drama"
42104,"Careful, He Might Hear You",Released,1983-01-01,0,20th Century Fox,"Drama, Family"
226801,Ant Pasted,Released,1953-05-09,0,Warner Bros. Pictures,"Animation, Family"
77964,That Certain Woman,Released,1937-08-30,0,Warner Bros. Pictures,"Drama, Romance"
94510,The Crowded Sky,Released,1960-09-02,0,Warner Bros. Pictures,"Action, Adventure, Drama"
377471,Down and Out with Donald Duck,Released,1987-03-25,0,Walt Disney Pictures,"Animation, TV Movie, Family"
101864,Fighter Squadron,Released,1948-11-27,0,Warner Bros. Pictures,"Action, War"
214521,Instant Justice,Released,1986-10-17,0,Warner Bros. Pictures,"Action, Thriller, Crime, Drama"
234696,Strangled Eggs,Released,1961-03-18,0,Warner Bros. Pictures,"Comedy, Animation, Family"
234698,Prince Violent,Released,1961-09-02,0,Warner Bros. Pictures,"Animation, Comedy, Fantasy"
438143,Pigeon Toady's Guide to Your New Baby,Released,2016-12-20,0,,"Animation, Comedy"
234531,Crows' Feat,Released,1962-04-20,0,Warner Bros. Pictures,"Animation, Comedy"
68013,Week-End in Havana,Released,1941-10-17,0,20th Century Fox,"Comedy, Romance, Music"
121678,Aunt Fanny's Tour of Booty,Released,2005-09-19,0,20th Century Fox,"Animation, Family"
85226,The Mysterious Doctor,Released,1943-03-03,0,Warner Bros. Pictures,"Horror, Mystery, Thriller"
95574,They Call It Sin,Released,1932-11-05,0,Warner Bros. Pictures,Drama
235796,Dr. Jerkyl's Hide,Released,1954-05-07,0,Warner Bros. Pictures,"Animation, Comedy, Family, Horror"
235793,Yankee Doodle Bugs,Released,1954-08-28,0,Warner Bros. Pictures,"Animation, Comedy"
234979,A Pizza Tweety-Pie,Released,1958-02-21,0,Warner Bros. Pictures,Animation
151913,I Like Mountain Music,Released,1933-06-10,0,Warner Bros. Pictures,"Animation, Comedy, Family, Music"
86208,The Squeeze,Released,1977-07-12,0,Warner Bros. Pictures,"Thriller, Crime"
31899,Ever Since Eve,Released,1937-07-15,0,Warner Bros. Pictures,"Comedy, Romance"
95997,Big Shot: Confessions of a Campus Bookie,Released,2002-03-31,0,,"Drama, TV Movie, Comedy"
121848,Isle of Fury,Released,1936-10-10,0,Warner Bros. Pictures,Adventure
235134,Weasel Stop,Released,1956-02-10,0,Warner Bros. Pictures,Animation
235133,Raw! Raw! Rooster!,Released,1956-08-24,0,Warner Bros. Pictures,"Animation, Comedy"
47884,Nancy Drew... Trouble Shooter,Released,1939-06-17,0,Warner Bros. Pictures,"Comedy, Mystery"
90093,Devotion,Released,1946-04-05,0,Warner Bros. Pictures,Drama
34945,The Conspirators,Released,1944-10-24,0,Warner Bros. Pictures,"Drama, Thriller"
132094,The Model and the Marriage Broker,Released,1951-11-01,0,20th Century Fox,"Drama, Comedy"
144475,The Case of the Howling Dog,Released,1934-09-22,0,Warner Bros. Pictures,"Crime, Mystery"
46662,The Girl on the Bridge,Released,1951-12-01,0,20th Century Fox,"Crime, Drama, Romance"
176627,"Mary Stevens, M.D.",Released,1933-07-22,0,Warner Bros. Pictures,Drama
132269,White Witch Doctor,Released,1953-07-01,0,20th Century Fox,Adventure
153228,The Moonlighter,Released,1953-09-19,0,Warner Bros. Pictures,Western
177212,Miracle at Midnight,Released,1998-03-17,0,Walt Disney Pictures,Drama
98536,So Big!,Released,1932-04-30,0,Warner Bros. Pictures,"Drama, Romance"
62507,Footsteps in the Dark,Released,1941-03-08,0,Warner Bros. Pictures,"Comedy, Mystery, Crime"
4809,"Good Morning, Miss Dove",Released,1955-11-23,0,20th Century Fox,"Comedy, Drama"
144794,The Hard Guy,Released,1930-09-06,0,Warner Bros. Pictures,Drama
65213,Smart Girls Don't Talk,Released,1948-10-09,0,Warner Bros. Pictures,Drama
100836,Rumors,Released,1943-12-01,0,Warner Bros. Pictures,Animation
233117,Gold Is Where You Find It,Released,1938-02-12,0,Warner Bros. Pictures,"Drama, Romance, Western"
624160,Alien: Covenant - Epilogue: David's Lab - Last Signs of Life,Released,2019-08-16,0,20th Century Fox,Science Fiction
92864,Mara Maru,Released,1952-04-23,0,Warner Bros. Pictures,"Adventure, Drama"
36760,The 3rd Voice,Released,1960-03-05,0,20th Century Fox,"Drama, Thriller, Crime"
6558,Mail To The Chief,Released,2000-04-02,0,Walt Disney Pictures,"Comedy, Family, TV Movie"
100740,The Gold Brick,Released,1943-09-01,0,Warner Bros. Pictures,Animation
100743,Gripes,Released,1943-07-01,0,Warner Bros. Pictures,Animation
385733,Farewell to the Planet of the Apes,Released,1980-11-21,0,,"TV Movie, Thriller, Adventure, Science Fiction"
100368,The Film Fan,Released,1939-12-16,0,Warner Bros. Pictures,"Animation, Comedy, Family"
120747,The Adventures of Mark Twain,Released,1944-07-20,2350000,Warner Bros. Pictures,"Adventure, Drama"
150347,The Snow Queen's Revenge,Released,1996-01-01,0,Warner Bros. Pictures,"Family, Animation"
50566,Running Brave,Released,1983-11-04,0,Walt Disney Pictures,Drama
72904,John Paul Jones,Released,1959-06-16,0,Warner Bros. Pictures,"Action, History, Romance, War"
161967,Sittin' on a Backyard Fence,Released,1933-12-16,0,Warner Bros. Pictures,"Animation, Comedy, Action"
79521,Miracle in the Rain,Released,1956-03-31,0,Warner Bros. Pictures,"Drama, Romance"
161945,Buddy's Day Out,Released,1933-09-09,0,Warner Bros. Pictures,"Family, Animation"
116973,Four Men and a Prayer,Released,1938-04-29,0,20th Century Fox,"Adventure, Mystery"
140995,The Sisters,Released,1938-10-14,0,Warner Bros. Pictures,Drama
106825,Mother Wore Tights,Released,1947-08-20,0,20th Century Fox,Music
117394,Doll Face,Released,1945-12-31,0,20th Century Fox,"Comedy, Music, Romance"
50549,Belles on Their Toes,Released,1952-05-02,0,20th Century Fox,Comedy
136548,The Secret Bride,Released,1934-12-22,0,Warner Bros. Pictures,Drama
249846,Lure of the Wilderness,Released,1952-07-16,0,20th Century Fox,"Adventure, Drama, Romance"
354305,Xuxa em Sonho de Menina,Released,2007-12-27,0,Warner Bros. Pictures,Family
78191,Racket Busters,Released,1938-07-16,0,Warner Bros. Pictures,"Crime, Drama"
243248,Sierra Baron,Released,1958-07-01,0,20th Century Fox,Western
149561,Point of Seduction: Body Chemistry III,Released,1994-02-23,0,,"Action, Thriller"
568708,Alien: Covenant - Prologue: She Won't Go Quietly,Released,2017-05-05,0,20th Century Fox,Science Fiction
41599,Escape,Released,1948-03-01,0,20th Century Fox,Thriller
84085,The Pied Piper,Released,1942-08-21,0,20th Century Fox,"Drama, War"
199750,House Hunting Mice,Released,1947-09-06,0,Warner Bros. Pictures,"Animation, Family, Comedy"
184551,Into Your Dance,Released,1935-06-07,0,Warner Bros. Pictures,"Animation, Comedy"
17637,Untamed,Released,1955-03-01,0,20th Century Fox,"Adventure, Drama, Romance"
84365,Whiplash,Released,1948-12-24,0,Warner Bros. Pictures,Drama
